driver id,driver_role,driver_city_name,sign_up,sign_up_date,regular,regular_date,bind_car,bind_car_date,available,available_date,main_channel,car_factory_year,brand_id,inn_id,first_download_time,driver_first_trip_date,driver_last_trip_date,car_first_trip_date,acceptance,trips,,,,,,,,,
8470311980436,Driver from fleet,Munich,Sign up,14/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980441,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,15/02/2021,null,null,null,null,null,,,,,,,,,
8470311980443,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Bind car,15/02/2021,Not available,null,Fleet,2011,1014316,null,null,null,null,null,null,null,,,,,,,,,
8470311980448,Driver from fleet,Munich,Sign up,15/02/2021,Regular,21/02/2021,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980457,Driver from fleet,Munich,Sign up,15/02/2021,Regular,09/03/2021,Bind car,09/03/2021,Not available,null,Fleet,null,null,null,09/03/2021,null,null,null,null,null,,,,,,,,,
8470311980468,Driver from fleet,Panama City,Sign up,15/02/2021,Not regular,null,Bind car,15/02/2021,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980469,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Organic,2012,1014495,null,26/01/2021,16/02/2021,11/04/2021,16/02/2021,811,609,,,,,,,,,
8470311980480,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,16/02/2021,Available,16/02/2021,Offline,2011,1013980,null,15/02/2021,17/02/2021,21/02/2021,17/02/2021,33,30,,,,,,,,,
8470311980495,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,16/02/2021,Available,16/02/2021,Organic,null,null,null,04/02/2021,null,null,null,null,null,,,,,,,,,
8470311980508,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980512,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,04/03/2021,Available,04/03/2021,Referral,2012,1014312,null,05/02/2021,25/02/2021,09/03/2021,13/01/2021,156,110,,,,,,,,,
8470311980517,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,18/12/2020,16/02/2021,04/03/2021,null,343,272,,,,,,,,,
8470311980519,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980522,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Not available,null,Referral,2006,1014309,null,15/02/2021,null,null,null,null,null,,,,,,,,,
8470311980526,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980539,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,09/01/2021,16/02/2021,12/03/2021,null,90,69,,,,,,,,,
8470311980552,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Referral,2020,1014493,null,29/12/2020,16/02/2021,27/02/2021,16/02/2021,334,248,,,,,,,,,
8470311980554,Driver from fleet,Munich,Sign up,14/02/2021,Regular,15/02/2021,Bind car,21/02/2021,Available,21/02/2021,Organic,2012,1014493,null,14/02/2021,21/02/2021,08/04/2021,21/02/2021,214,190,,,,,,,,,
8470311980560,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Fleet,2013,1014495,null,15/02/2021,16/02/2021,13/04/2021,16/02/2021,953,874,,,,,,,,,
8470311980566,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980575,Driver from fleet,Panama City,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Offline,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980584,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Organic,null,null,null,null,17/02/2021,01/03/2021,null,113,101,,,,,,,,,
8470311980595,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,14/03/2021,Referral,2013,1014309,null,14/03/2021,23/03/2021,25/03/2021,23/03/2021,52,39,,,,,,,,,
8470311980597,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Not available,null,Referral,null,null,null,15/02/2021,null,null,null,null,null,,,,,,,,,
8470311980600,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,22/03/2021,Available,22/03/2021,Fleet,null,null,null,15/02/2021,15/02/2021,31/03/2021,null,127,97,,,,,,,,,
8470311980622,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,16/02/2021,Fleet,2009,1014316,null,16/02/2021,02/03/2021,02/03/2021,02/03/2021,1,1,,,,,,,,,
8470311980624,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,02/03/2021,Available,02/03/2021,Referral,2013,1014309,null,15/02/2021,02/03/2021,08/03/2021,02/03/2021,14,11,,,,,,,,,
8470311980637,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Referral,2006,1014232,null,15/02/2021,15/02/2021,06/04/2021,15/02/2021,842,600,,,,,,,,,
8470311980640,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Referral,2006,1014318,null,26/01/2021,15/02/2021,20/03/2021,15/02/2021,156,128,,,,,,,,,
8470311980642,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,06/03/2021,Available,06/03/2021,Referral,2007,1013958,null,23/02/2021,06/03/2021,06/03/2021,06/03/2021,2,2,,,,,,,,,
8470311980643,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,12/03/2021,Available,12/03/2021,Referral,2009,1014496,null,14/02/2021,15/02/2021,20/03/2021,20/02/2021,158,123,,,,,,,,,
8470311980645,Driver from fleet,Riyadh,Sign up,09/03/2021,Regular,09/03/2021,Bind car,09/03/2021,Available,10/03/2021,Referral,2017,1014495,null,15/02/2021,11/03/2021,08/04/2021,11/03/2021,102,94,,,,,,,,,
8470311980656,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,19/03/2021,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980674,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,19/02/2021,Referral,2012,1014478,null,15/02/2021,21/02/2021,13/04/2021,21/02/2021,195,176,,,,,,,,,
8470311980676,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,23/02/2021,Available,23/02/2021,Referral,2020,1014091,null,23/02/2021,23/02/2021,25/02/2021,23/02/2021,9,8,,,,,,,,,
8470311980679,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Bind car,15/02/2021,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980683,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980712,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980712,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Referral,2006,1013776,null,17/02/2021,17/02/2021,13/04/2021,12/02/2021,781,585,,,,,,,,,
8470311980718,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Referral,2013,1014334,null,15/02/2021,15/02/2021,15/02/2021,15/02/2021,4,4,,,,,,,,,
8470311980719,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,16/02/2021,Bind car,05/04/2021,Available,05/04/2021,Referral,2015,1014478,null,11/03/2021,16/02/2021,10/04/2021,10/04/2021,371,286,,,,,,,,,
8470311980725,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,null,22/02/2021,03/03/2021,null,179,104,,,,,,,,,
8470311980740,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980740,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Referral,2012,1014494,null,15/02/2021,17/02/2021,03/03/2021,17/02/2021,172,109,,,,,,,,,
8470311980753,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980753,Driver from fleet,Panama City,Sign up,15/02/2021,Not regular,null,Bind car,15/02/2021,Not available,null,Referral,2018,1014478,null,null,16/02/2021,20/02/2021,16/02/2021,216,162,,,,,,,,,
8470311980756,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,26/02/2021,Available,26/02/2021,Referral,2011,1014316,null,15/02/2021,28/02/2021,04/04/2021,16/02/2021,234,182,,,,,,,,,
8470311980758,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980759,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980766,Driver from fleet,Panama City,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980776,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,22/02/2021,Available,22/02/2021,Referral,2014,1014309,null,21/02/2021,22/02/2021,13/04/2021,22/02/2021,1497,1106,,,,,,,,,
8470311980784,Driver from fleet,Munich,Sign up,15/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,17/02/2021,Referral,2012,1014309,null,null,19/02/2021,25/02/2021,19/02/2021,179,106,,,,,,,,,
8470311980785,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,06/03/2021,Bind car,06/03/2021,Available,08/03/2021,Organic,2016,1014091,null,15/02/2021,null,null,null,2,0,,,,,,,,,
8470311980800,Driver from fleet,Munich,Sign up,15/02/2021,Regular,17/02/2021,Bind car,19/02/2021,Available,20/02/2021,Referral,2020,1014091,null,17/02/2021,19/02/2021,13/04/2021,19/02/2021,529,329,,,,,,,,,
8470311980804,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980808,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,16/02/2021,Bind car,21/02/2021,Available,21/02/2021,Referral,2013,1013680,null,07/01/2021,16/02/2021,09/04/2021,22/02/2021,449,341,,,,,,,,,
8470311980829,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Referral,2017,1014312,null,15/02/2021,null,null,null,null,null,,,,,,,,,
8470311980830,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Offline,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980849,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980863,Driver from fleet,Panama City,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980894,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,16/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980895,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Referral,2013,1014494,null,15/02/2021,19/02/2021,19/02/2021,19/02/2021,1,1,,,,,,,,,
8470311980896,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,16/02/2021,Bind car,15/02/2021,Available,01/03/2021,Fleet,2006,1014046,null,15/02/2021,22/02/2021,12/04/2021,22/02/2021,653,502,,,,,,,,,
8470311980896,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Referral,2012,1014312,null,null,16/02/2021,22/02/2021,13/01/2021,159,111,,,,,,,,,
8470311980902,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Organic,null,null,null,11/04/2021,null,null,null,null,null,,,,,,,,,
8470311980902,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Bind car,16/02/2021,Available,16/02/2021,Referral,2007,1014309,null,15/02/2021,22/02/2021,13/03/2021,22/02/2021,45,39,,,,,,,,,
8470311980903,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980904,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980905,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,15/02/2021,Organic,2012,1013674,null,31/01/2021,17/02/2021,17/02/2021,17/02/2021,2,2,,,,,,,,,
8470311980910,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Offline,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980918,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980920,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,26/02/2021,Bind car,26/02/2021,Available,26/02/2021,Referral,2014,1014179,null,null,27/02/2021,02/03/2021,11/01/2021,141,109,,,,,,,,,
8470311980922,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,16/02/2021,Referral,2017,1013819,null,null,16/02/2021,23/02/2021,16/02/2021,200,134,,,,,,,,,
8470311980926,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980935,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Bind car,15/02/2021,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980953,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,15/02/2021,null,null,null,null,null,,,,,,,,,
8470311980957,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Offline,null,null,null,15/02/2021,null,null,null,null,null,,,,,,,,,
8470311980958,Driver from fleet,Munich,Sign up,15/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Referral,2015,1014179,null,01/02/2021,16/02/2021,28/02/2021,30/01/2021,159,144,,,,,,,,,
8470311980974,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Bind car,17/02/2021,Not available,null,Referral,2017,1014091,null,null,18/02/2021,26/02/2021,18/02/2021,76,59,,,,,,,,,
8470311980974,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,22/02/2021,Bind car,22/02/2021,Available,22/02/2021,Fleet,2018,1014493,null,null,23/02/2021,24/02/2021,15/01/2021,50,45,,,,,,,,,
8470311980978,Driver from fleet,Panama City,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311980984,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981014,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,16/02/2021,Bind car,22/02/2021,Available,22/02/2021,Referral,2011,1014145,null,null,22/02/2021,25/03/2021,22/02/2021,176,155,,,,,,,,,
8470311981017,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Bind car,15/02/2021,Available,24/02/2021,Referral,2008,1014309,null,31/12/2020,24/02/2021,01/03/2021,24/02/2021,7,5,,,,,,,,,
8470311981018,Driver from fleet,Munich,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,null,04/03/2021,07/03/2021,null,112,92,,,,,,,,,
8470311981024,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981027,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Offline,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981029,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981058,Driver from fleet,Panama City,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981064,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,16/02/2021,Bind car,22/02/2021,Available,22/02/2021,Referral,2009,1014316,null,01/03/2021,17/02/2021,28/02/2021,25/03/2021,119,104,,,,,,,,,
8470311981065,Driver from fleet,Munich,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Organic,2010,1014316,null,16/02/2021,16/02/2021,08/03/2021,16/02/2021,216,179,,,,,,,,,
8470311981081,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Organic,2007,1014086,null,15/02/2021,23/02/2021,20/03/2021,23/02/2021,105,100,,,,,,,,,
8470311981093,Driver from fleet,Panama City,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981096,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981096,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Bind car,16/02/2021,Not available,null,Referral,2014,1014179,null,null,16/02/2021,28/02/2021,16/02/2021,120,109,,,,,,,,,
8470311981108,Driver from fleet,Munich,Sign up,17/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981111,Driver from fleet,Munich,Sign up,15/02/2021,Regular,16/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,16/02/2021,null,null,null,null,null,,,,,,,,,
8470311981111,Driver from fleet,Panama City,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,18/02/2021,Referral,2011,1014309,null,16/02/2021,18/02/2021,05/03/2021,18/02/2021,123,106,,,,,,,,,
8470311981114,Driver from fleet,Munich,Sign up,16/02/2021,Regular,16/02/2021,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981126,Driver from fleet,Munich,Sign up,16/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981132,Driver from fleet,Riyadh,Sign up,16/02/2021,Regular,17/02/2021,Bind car,22/02/2021,Available,22/02/2021,Referral,2013,1014309,null,null,02/03/2021,08/03/2021,02/03/2021,134,123,,,,,,,,,
8470311981161,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,15/02/2021,Bind car,22/02/2021,Available,23/02/2021,Referral,2007,1014513,null,null,24/02/2021,28/02/2021,24/02/2021,160,105,,,,,,,,,
8470311981191,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,16/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981213,Driver from fleet,Munich,Sign up,15/02/2021,Regular,16/02/2021,Bind car,21/02/2021,Available,07/03/2021,Referral,2014,1014309,null,15/02/2021,22/02/2021,13/04/2021,22/02/2021,237,166,,,,,,,,,
8470311981216,Driver from fleet,Riyadh,Sign up,29/03/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981226,Driver from fleet,Munich,Sign up,15/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,17/02/2021,Referral,2013,1014309,null,27/12/2020,17/02/2021,06/03/2021,17/02/2021,160,108,,,,,,,,,
8470311981239,Driver from fleet,Panama City,Sign up,16/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981239,Driver from fleet,Riyadh,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Fleet,2013,1014493,null,16/02/2021,null,null,null,null,null,,,,,,,,,
8470311981249,Driver from fleet,Munich,Sign up,16/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981261,Driver from fleet,Munich,Sign up,16/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,18/02/2021,null,null,null,null,null,,,,,,,,,
8470311981274,Driver from fleet,Riyadh,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Referral,2016,1014493,null,null,16/02/2021,12/03/2021,16/02/2021,198,134,,,,,,,,,
8470311981280,Driver from fleet,Munich,Sign up,27/03/2021,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981283,Driver from fleet,Panama City,Sign up,16/02/2021,Regular,16/02/2021,Bind car,14/03/2021,Available,14/03/2021,Referral,2013,1013678,null,17/02/2021,19/02/2021,09/03/2021,null,31,27,,,,,,,,,
8470311981300,Driver from fleet,Panama City,Sign up,15/02/2021,Regular,15/02/2021,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981307,Driver from fleet,Munich,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,15/02/2021,null,null,null,null,null,,,,,,,,,
8470311981324,Driver from fleet,Munich,Sign up,19/02/2021,Regular,19/02/2021,Bind car,19/02/2021,Available,20/02/2021,Organic,null,null,null,19/02/2021,null,null,null,null,null,,,,,,,,,
8470311981325,Driver from fleet,Riyadh,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Offline,2017,1014179,null,16/02/2021,17/02/2021,19/02/2021,17/02/2021,4,2,,,,,,,,,
8470311981326,Driver from fleet,Riyadh,Sign up,15/02/2021,Regular,16/02/2021,Bind car,26/02/2021,Available,27/02/2021,Referral,2008,1014232,null,null,28/02/2021,10/04/2021,28/02/2021,768,602,,,,,,,,,
8470311981334,Driver from fleet,Panama City,Sign up,16/02/2021,Regular,16/02/2021,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981341,Driver from fleet,Panama City,Sign up,16/02/2021,Regular,18/02/2021,Bind car,22/02/2021,Not available,null,Referral,2011,1014494,null,null,22/02/2021,02/04/2021,22/02/2021,221,159,,,,,,,,,
8470311981349,Driver from fleet,Riyadh,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,28/02/2021,Referral,2011,1014309,null,16/02/2021,01/03/2021,24/03/2021,01/03/2021,134,67,,,,,,,,,
8470311981354,Driver from fleet,Panama City,Sign up,16/02/2021,Regular,16/02/2021,Bind car,18/02/2021,Available,18/02/2021,Referral,2019,1014478,null,16/02/2021,18/02/2021,29/03/2021,18/02/2021,166,116,,,,,,,,,
8470311981356,Driver from fleet,Munich,Sign up,16/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981372,Driver from fleet,Riyadh,Sign up,15/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981375,Driver from fleet,Riyadh,Sign up,16/02/2021,Regular,16/02/2021,Bind car,17/02/2021,Not available,null,Referral,2014,1014309,null,null,null,null,null,null,null,,,,,,,,,
8470311981385,Driver from fleet,Panama City,Sign up,16/02/2021,Regular,16/02/2021,Bind car,28/02/2021,Available,28/02/2021,Referral,2020,1014497,null,16/12/2020,01/03/2021,03/03/2021,25/02/2021,184,120,,,,,,,,,
8470311981395,Driver from fleet,Munich,Sign up,16/02/2021,Regular,13/04/2021,Not bind car,null,Not available,null,Organic,null,null,null,13/04/2021,null,null,null,null,null,,,,,,,,,
8470311981400,Driver from fleet,Panama City,Sign up,16/02/2021,Regular,17/02/2021,Bind car,09/03/2021,Available,09/03/2021,Fleet,2018,1013819,null,17/02/2021,18/02/2021,12/04/2021,10/03/2021,250,204,,,,,,,,,
8470311981403,Driver from fleet,Munich,Sign up,16/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981417,Driver from fleet,Riyadh,Sign up,16/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981424,Driver from fleet,Panama City,Sign up,16/02/2021,Regular,16/02/2021,Bind car,22/02/2021,Available,22/02/2021,Referral,2018,1014179,null,28/01/2021,22/02/2021,29/03/2021,22/02/2021,97,84,,,,,,,,,
8470311981426,Driver from fleet,Munich,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Referral,2014,1014091,null,null,16/02/2021,10/03/2021,16/02/2021,165,112,,,,,,,,,
8470311981439,Driver from fleet,Munich,Sign up,16/02/2021,Regular,17/02/2021,Bind car,21/02/2021,Available,21/02/2021,Referral,2013,1014309,null,21/02/2021,21/02/2021,24/02/2021,21/02/2021,56,33,,,,,,,,,
8470311981452,Driver from fleet,Riyadh,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Organic,2011,1014316,null,16/02/2021,16/02/2021,12/03/2021,16/02/2021,47,43,,,,,,,,,
8470311981457,Driver from fleet,Munich,Sign up,16/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311981462,Driver from fleet,Riyadh,Sign up,16/02/2021,Regular,16/02/2021,Bind car,16/02/2021,Available,16/02/2021,Referral,2012,1014299,null,16/02/2021,16/02/2021,04/03/2021,16/02/2021,21,16,,,,,,,,,
8470311981466,Driver from fleet,Munich,Sign up,16/02/2021,Regular,16/02/2021,Not bind car,null,Not available,null,Organic,null,null,null,16/02/2021,16/02/2021,26/03/2021,null,971,780,,,,,,,,,
